,filename,labels
54,C:\Users\nimza\Documents\dd\real\10509.jpg,0
55,C:\Users\nimza\Documents\dd\fakes\9428.jpg,1
56,C:\Users\nimza\Documents\dd\real\12326.jpg,0
57,C:\Users\nimza\Documents\dd\fakes\20579.jpg,1
58,C:\Users\nimza\Documents\dd\real\5934.jpg,0
59,C:\Users\nimza\Documents\dd\real\14950.jpg,0
60,C:\Users\nimza\Documents\dd\fakes\13315.jpg,1
61,C:\Users\nimza\Documents\dd\fakes\0745.jpg,1
62,C:\Users\nimza\Documents\dd\fakes\9237.jpg,1
63,C:\Users\nimza\Documents\dd\fakes\1166.jpg,1
64,C:\Users\nimza\Documents\dd\real\1858.jpg,0
65,C:\Users\nimza\Documents\dd\real\3065.jpg,0
66,C:\Users\nimza\Documents\dd\real\13919.jpg,0
67,C:\Users\nimza\Documents\dd\fakes\12871.jpg,1
68,C:\Users\nimza\Documents\dd\fakes\10147.jpg,1
69,C:\Users\nimza\Documents\dd\fakes\10669.jpg,1
70,C:\Users\nimza\Documents\dd\real\14641.jpg,0
71,C:\Users\nimza\Documents\dd\real\3822.jpg,0
72,C:\Users\nimza\Documents\dd\real\4691.jpg,0
73,C:\Users\nimza\Documents\dd\fakes\15838.jpg,1
74,C:\Users\nimza\Documents\dd\fakes\17628.jpg,1
75,C:\Users\nimza\Documents\dd\real\1514.jpg,0
76,C:\Users\nimza\Documents\dd\real\9106.jpg,0
77,C:\Users\nimza\Documents\dd\real\2923.jpg,0
78,C:\Users\nimza\Documents\dd\fakes\21133.jpg,1
79,C:\Users\nimza\Documents\dd\fakes\19970.jpg,1
80,C:\Users\nimza\Documents\dd\real\17256.jpg,0
81,C:\Users\nimza\Documents\dd\real\17442.jpg,0
82,C:\Users\nimza\Documents\dd\fakes\13786.jpg,1
83,C:\Users\nimza\Documents\dd\real\15916.jpg,0
84,C:\Users\nimza\Documents\dd\fakes\12281.jpg,1
85,C:\Users\nimza\Documents\dd\real\3254.jpg,0
86,C:\Users\nimza\Documents\dd\fakes\15499.jpg,1
87,C:\Users\nimza\Documents\dd\real\15408.jpg,0
88,C:\Users\nimza\Documents\dd\real\7340.jpg,0
89,C:\Users\nimza\Documents\dd\real\11399.jpg,0
90,C:\Users\nimza\Documents\dd\fakes\11606.jpg,1
91,C:\Users\nimza\Documents\dd\real\7247.jpg,0
92,C:\Users\nimza\Documents\dd\fakes\10787.jpg,1
93,C:\Users\nimza\Documents\dd\fakes\17441.jpg,1
94,C:\Users\nimza\Documents\dd\real\10400.jpg,0
95,C:\Users\nimza\Documents\dd\real\17776.jpg,0
96,C:\Users\nimza\Documents\dd\real\11050.jpg,0
97,C:\Users\nimza\Documents\dd\fakes\17982.jpg,1
98,C:\Users\nimza\Documents\dd\real\6215.jpg,0
99,C:\Users\nimza\Documents\dd\fakes\10390.jpg,1
100,C:\Users\nimza\Documents\dd\real\12051.jpg,0
101,C:\Users\nimza\Documents\dd\real\16635.jpg,0
102,C:\Users\nimza\Documents\dd\fakes\8174.jpg,1
103,C:\Users\nimza\Documents\dd\fakes\4865.jpg,1
104,C:\Users\nimza\Documents\dd\real\4048.jpg,0
105,C:\Users\nimza\Documents\dd\real\1025.jpg,0
106,C:\Users\nimza\Documents\dd\fakes\1231.jpg,1
107,C:\Users\nimza\Documents\dd\fakes\16495.jpg,1
108,C:\Users\nimza\Documents\dd\real\7001.jpg,0
109,C:\Users\nimza\Documents\dd\real\12708.jpg,0
110,C:\Users\nimza\Documents\dd\real\19328.jpg,0
111,C:\Users\nimza\Documents\dd\real\8247.jpg,0
112,C:\Users\nimza\Documents\dd\fakes\3411.jpg,1
113,C:\Users\nimza\Documents\dd\fakes\5016.jpg,1
114,C:\Users\nimza\Documents\dd\real\9301.jpg,0
115,C:\Users\nimza\Documents\dd\fakes\9244.jpg,1
116,C:\Users\nimza\Documents\dd\real\5512.jpg,0
117,C:\Users\nimza\Documents\dd\fakes\16648.jpg,1
118,C:\Users\nimza\Documents\dd\fakes\3589.jpg,1
119,C:\Users\nimza\Documents\dd\fakes\9014.jpg,1
120,C:\Users\nimza\Documents\dd\real\15653.jpg,0
121,C:\Users\nimza\Documents\dd\real\11510.jpg,0
122,C:\Users\nimza\Documents\dd\real\1509.jpg,0
123,C:\Users\nimza\Documents\dd\fakes\7005.jpg,1
124,C:\Users\nimza\Documents\dd\real\20340.jpg,0
125,C:\Users\nimza\Documents\dd\fakes\7746.jpg,1
126,C:\Users\nimza\Documents\dd\fakes\0962.jpg,1
127,C:\Users\nimza\Documents\dd\real\13254.jpg,0
128,C:\Users\nimza\Documents\dd\real\19673.jpg,0
129,C:\Users\nimza\Documents\dd\real\1316.jpg,0
130,C:\Users\nimza\Documents\dd\fakes\19326.jpg,1
131,C:\Users\nimza\Documents\dd\real\19994.jpg,0
132,C:\Users\nimza\Documents\dd\real\7159.jpg,0
133,C:\Users\nimza\Documents\dd\fakes\20802.jpg,1
134,C:\Users\nimza\Documents\dd\fakes\2412.jpg,1
135,C:\Users\nimza\Documents\dd\fakes\12452.jpg,1
136,C:\Users\nimza\Documents\dd\fakes\17560.jpg,1
137,C:\Users\nimza\Documents\dd\fakes\7574.jpg,1
138,C:\Users\nimza\Documents\dd\fakes\21095.jpg,1
139,C:\Users\nimza\Documents\dd\fakes\19226.jpg,1
140,C:\Users\nimza\Documents\dd\fakes\1988.jpg,1
141,C:\Users\nimza\Documents\dd\fakes\0655.jpg,1
142,C:\Users\nimza\Documents\dd\real\20222.jpg,0
143,C:\Users\nimza\Documents\dd\real\18226.jpg,0
144,C:\Users\nimza\Documents\dd\real\2227.jpg,0
145,C:\Users\nimza\Documents\dd\real\5461.jpg,0
146,C:\Users\nimza\Documents\dd\real\14645.jpg,0
147,C:\Users\nimza\Documents\dd\fakes\11419.jpg,1
148,C:\Users\nimza\Documents\dd\fakes\2000.jpg,1
149,C:\Users\nimza\Documents\dd\fakes\13443.jpg,1
150,C:\Users\nimza\Documents\dd\real\16759.jpg,0
151,C:\Users\nimza\Documents\dd\fakes\2850.jpg,1
152,C:\Users\nimza\Documents\dd\fakes\13987.jpg,1
153,C:\Users\nimza\Documents\dd\real\10722.jpg,0
154,C:\Users\nimza\Documents\dd\fakes\18009.jpg,1
155,C:\Users\nimza\Documents\dd\fakes\14177.jpg,1
156,C:\Users\nimza\Documents\dd\fakes\0343.jpg,1
157,C:\Users\nimza\Documents\dd\fakes\13508.jpg,1
158,C:\Users\nimza\Documents\dd\real\18030.jpg,0
159,C:\Users\nimza\Documents\dd\fakes\0729.jpg,1
160,C:\Users\nimza\Documents\dd\real\13649.jpg,0
161,C:\Users\nimza\Documents\dd\fakes\9517.jpg,1
162,C:\Users\nimza\Documents\dd\real\18393.jpg,0
163,C:\Users\nimza\Documents\dd\fakes\19117.jpg,1
164,C:\Users\nimza\Documents\dd\real\13586.jpg,0
165,C:\Users\nimza\Documents\dd\real\3054.jpg,0
166,C:\Users\nimza\Documents\dd\real\14759.jpg,0
167,C:\Users\nimza\Documents\dd\fakes\19847.jpg,1
168,C:\Users\nimza\Documents\dd\real\16314.jpg,0
169,C:\Users\nimza\Documents\dd\fakes\13637.jpg,1
170,C:\Users\nimza\Documents\dd\real\12452.jpg,0
171,C:\Users\nimza\Documents\dd\fakes\0007.jpg,1
172,C:\Users\nimza\Documents\dd\fakes\11698.jpg,1
173,C:\Users\nimza\Documents\dd\fakes\14909.jpg,1
174,C:\Users\nimza\Documents\dd\real\18657.jpg,0
175,C:\Users\nimza\Documents\dd\real\4229.jpg,0
176,C:\Users\nimza\Documents\dd\real\18085.jpg,0
177,C:\Users\nimza\Documents\dd\fakes\8974.jpg,1
178,C:\Users\nimza\Documents\dd\fakes\20032.jpg,1
179,C:\Users\nimza\Documents\dd\fakes\9192.jpg,1
180,C:\Users\nimza\Documents\dd\fakes\5476.jpg,1
181,C:\Users\nimza\Documents\dd\real\8978.jpg,0
182,C:\Users\nimza\Documents\dd\fakes\4850.jpg,1
183,C:\Users\nimza\Documents\dd\fakes\7671.jpg,1
184,C:\Users\nimza\Documents\dd\fakes\0322.jpg,1
185,C:\Users\nimza\Documents\dd\fakes\14587.jpg,1
186,C:\Users\nimza\Documents\dd\real\17025.jpg,0
187,C:\Users\nimza\Documents\dd\fakes\13668.jpg,1
188,C:\Users\nimza\Documents\dd\real\10266.jpg,0
189,C:\Users\nimza\Documents\dd\real\21038.jpg,0
190,C:\Users\nimza\Documents\dd\real\5842.jpg,0
191,C:\Users\nimza\Documents\dd\fakes\1221.jpg,1
192,C:\Users\nimza\Documents\dd\fakes\1207.jpg,1
193,C:\Users\nimza\Documents\dd\real\12589.jpg,0
194,C:\Users\nimza\Documents\dd\fakes\16970.jpg,1
195,C:\Users\nimza\Documents\dd\fakes\6003.jpg,1
196,C:\Users\nimza\Documents\dd\real\20672.jpg,0
197,C:\Users\nimza\Documents\dd\fakes\0842.jpg,1
198,C:\Users\nimza\Documents\dd\fakes\3719.jpg,1
199,C:\Users\nimza\Documents\dd\fakes\16765.jpg,1
200,C:\Users\nimza\Documents\dd\fakes\7706.jpg,1
201,C:\Users\nimza\Documents\dd\real\2174.jpg,0
202,C:\Users\nimza\Documents\dd\real\12016.jpg,0
203,C:\Users\nimza\Documents\dd\real\18696.jpg,0
204,C:\Users\nimza\Documents\dd\fakes\12198.jpg,1
205,C:\Users\nimza\Documents\dd\real\17308.jpg,0
206,C:\Users\nimza\Documents\dd\fakes\0624.jpg,1
207,C:\Users\nimza\Documents\dd\real\1163.jpg,0
208,C:\Users\nimza\Documents\dd\real\7097.jpg,0
209,C:\Users\nimza\Documents\dd\real\2640.jpg,0
210,C:\Users\nimza\Documents\dd\fakes\4268.jpg,1
211,C:\Users\nimza\Documents\dd\fakes\6873.jpg,1
212,C:\Users\nimza\Documents\dd\real\14816.jpg,0
213,C:\Users\nimza\Documents\dd\fakes\14151.jpg,1
214,C:\Users\nimza\Documents\dd\fakes\8772.jpg,1
215,C:\Users\nimza\Documents\dd\fakes\13684.jpg,1
216,C:\Users\nimza\Documents\dd\fakes\6204.jpg,1
217,C:\Users\nimza\Documents\dd\real\4980.jpg,0
218,C:\Users\nimza\Documents\dd\fakes\6284.jpg,1
219,C:\Users\nimza\Documents\dd\fakes\8941.jpg,1
220,C:\Users\nimza\Documents\dd\fakes\14030.jpg,1
221,C:\Users\nimza\Documents\dd\real\1743.jpg,0
222,C:\Users\nimza\Documents\dd\real\16359.jpg,0
223,C:\Users\nimza\Documents\dd\real\17315.jpg,0
224,C:\Users\nimza\Documents\dd\fakes\17394.jpg,1
225,C:\Users\nimza\Documents\dd\fakes\19262.jpg,1
226,C:\Users\nimza\Documents\dd\fakes\14873.jpg,1
227,C:\Users\nimza\Documents\dd\real\17495.jpg,0
228,C:\Users\nimza\Documents\dd\real\7781.jpg,0
229,C:\Users\nimza\Documents\dd\fakes\4190.jpg,1
230,C:\Users\nimza\Documents\dd\real\10422.jpg,0
231,C:\Users\nimza\Documents\dd\fakes\8756.jpg,1
232,C:\Users\nimza\Documents\dd\real\10101.jpg,0
233,C:\Users\nimza\Documents\dd\real\0367.jpg,0
234,C:\Users\nimza\Documents\dd\real\19283.jpg,0
235,C:\Users\nimza\Documents\dd\real\12827.jpg,0
236,C:\Users\nimza\Documents\dd\real\9198.jpg,0
237,C:\Users\nimza\Documents\dd\fakes\18593.jpg,1
238,C:\Users\nimza\Documents\dd\fakes\12657.jpg,1
239,C:\Users\nimza\Documents\dd\real\20345.jpg,0
240,C:\Users\nimza\Documents\dd\fakes\12402.jpg,1
241,C:\Users\nimza\Documents\dd\fakes\1000.jpg,1
242,C:\Users\nimza\Documents\dd\fakes\2365.jpg,1
243,C:\Users\nimza\Documents\dd\real\12050.jpg,0
244,C:\Users\nimza\Documents\dd\fakes\11801.jpg,1
245,C:\Users\nimza\Documents\dd\fakes\2088.jpg,1
246,C:\Users\nimza\Documents\dd\fakes\5875.jpg,1
247,C:\Users\nimza\Documents\dd\real\10607.jpg,0
248,C:\Users\nimza\Documents\dd\real\11263.jpg,0
249,C:\Users\nimza\Documents\dd\real\2662.jpg,0
250,C:\Users\nimza\Documents\dd\real\15120.jpg,0
251,C:\Users\nimza\Documents\dd\fakes\4886.jpg,1
252,C:\Users\nimza\Documents\dd\fakes\4976.jpg,1
253,C:\Users\nimza\Documents\dd\fakes\16345.jpg,1
254,C:\Users\nimza\Documents\dd\fakes\14720.jpg,1
255,C:\Users\nimza\Documents\dd\fakes\6935.jpg,1
256,C:\Users\nimza\Documents\dd\fakes\0734.jpg,1
257,C:\Users\nimza\Documents\dd\fakes\17639.jpg,1
258,C:\Users\nimza\Documents\dd\real\15846.jpg,0
259,C:\Users\nimza\Documents\dd\fakes\18927.jpg,1
260,C:\Users\nimza\Documents\dd\real\12275.jpg,0
261,C:\Users\nimza\Documents\dd\fakes\1885.jpg,1
262,C:\Users\nimza\Documents\dd\real\14462.jpg,0
263,C:\Users\nimza\Documents\dd\real\12259.jpg,0
264,C:\Users\nimza\Documents\dd\real\9494.jpg,0
265,C:\Users\nimza\Documents\dd\fakes\16497.jpg,1
266,C:\Users\nimza\Documents\dd\real\6885.jpg,0
267,C:\Users\nimza\Documents\dd\real\8984.jpg,0
268,C:\Users\nimza\Documents\dd\fakes\18297.jpg,1
269,C:\Users\nimza\Documents\dd\real\12106.jpg,0
270,C:\Users\nimza\Documents\dd\real\15282.jpg,0
271,C:\Users\nimza\Documents\dd\fakes\7172.jpg,1
272,C:\Users\nimza\Documents\dd\real\17364.jpg,0
273,C:\Users\nimza\Documents\dd\real\0896.jpg,0
274,C:\Users\nimza\Documents\dd\fakes\8256.jpg,1
275,C:\Users\nimza\Documents\dd\fakes\20282.jpg,1
276,C:\Users\nimza\Documents\dd\fakes\8946.jpg,1
277,C:\Users\nimza\Documents\dd\real\11003.jpg,0
278,C:\Users\nimza\Documents\dd\real\4294.jpg,0
279,C:\Users\nimza\Documents\dd\real\4598.jpg,0
280,C:\Users\nimza\Documents\dd\real\4262.jpg,0
281,C:\Users\nimza\Documents\dd\real\18151.jpg,0
282,C:\Users\nimza\Documents\dd\real\10592.jpg,0
283,C:\Users\nimza\Documents\dd\fakes\6341.jpg,1
284,C:\Users\nimza\Documents\dd\real\14758.jpg,0
285,C:\Users\nimza\Documents\dd\fakes\3825.jpg,1
286,C:\Users\nimza\Documents\dd\fakes\5120.jpg,1
287,C:\Users\nimza\Documents\dd\real\15248.jpg,0
288,C:\Users\nimza\Documents\dd\real\1050.jpg,0
289,C:\Users\nimza\Documents\dd\fakes\9142.jpg,1
290,C:\Users\nimza\Documents\dd\real\11549.jpg,0
291,C:\Users\nimza\Documents\dd\fakes\2315.jpg,1
292,C:\Users\nimza\Documents\dd\real\5930.jpg,0
293,C:\Users\nimza\Documents\dd\real\9962.jpg,0
294,C:\Users\nimza\Documents\dd\fakes\19633.jpg,1
295,C:\Users\nimza\Documents\dd\real\13983.jpg,0
296,C:\Users\nimza\Documents\dd\real\20786.jpg,0
297,C:\Users\nimza\Documents\dd\fakes\5661.jpg,1
298,C:\Users\nimza\Documents\dd\fakes\15754.jpg,1
299,C:\Users\nimza\Documents\dd\real\4971.jpg,0
300,C:\Users\nimza\Documents\dd\real\8896.jpg,0
301,C:\Users\nimza\Documents\dd\fakes\18500.jpg,1
302,C:\Users\nimza\Documents\dd\fakes\7319.jpg,1
303,C:\Users\nimza\Documents\dd\fakes\2241.jpg,1
304,C:\Users\nimza\Documents\dd\real\13185.jpg,0
305,C:\Users\nimza\Documents\dd\fakes\1634.jpg,1
306,C:\Users\nimza\Documents\dd\real\2542.jpg,0
307,C:\Users\nimza\Documents\dd\real\8392.jpg,0
308,C:\Users\nimza\Documents\dd\fakes\15959.jpg,1
309,C:\Users\nimza\Documents\dd\fakes\4327.jpg,1
310,C:\Users\nimza\Documents\dd\fakes\13700.jpg,1
311,C:\Users\nimza\Documents\dd\fakes\12357.jpg,1
312,C:\Users\nimza\Documents\dd\real\19669.jpg,0
313,C:\Users\nimza\Documents\dd\real\5074.jpg,0
314,C:\Users\nimza\Documents\dd\real\16910.jpg,0
315,C:\Users\nimza\Documents\dd\real\19939.jpg,0
316,C:\Users\nimza\Documents\dd\real\13910.jpg,0
317,C:\Users\nimza\Documents\dd\real\11771.jpg,0
318,C:\Users\nimza\Documents\dd\fakes\10376.jpg,1
319,C:\Users\nimza\Documents\dd\real\2569.jpg,0
320,C:\Users\nimza\Documents\dd\real\8109.jpg,0
321,C:\Users\nimza\Documents\dd\real\8279.jpg,0
322,C:\Users\nimza\Documents\dd\real\10406.jpg,0
323,C:\Users\nimza\Documents\dd\real\8477.jpg,0
324,C:\Users\nimza\Documents\dd\real\0670.jpg,0
325,C:\Users\nimza\Documents\dd\fakes\12460.jpg,1
326,C:\Users\nimza\Documents\dd\real\8582.jpg,0
327,C:\Users\nimza\Documents\dd\fakes\14439.jpg,1
328,C:\Users\nimza\Documents\dd\fakes\0354.jpg,1
329,C:\Users\nimza\Documents\dd\fakes\18092.jpg,1
330,C:\Users\nimza\Documents\dd\fakes\7071.jpg,1
331,C:\Users\nimza\Documents\dd\fakes\4344.jpg,1
332,C:\Users\nimza\Documents\dd\fakes\5927.jpg,1
333,C:\Users\nimza\Documents\dd\fakes\16264.jpg,1
334,C:\Users\nimza\Documents\dd\real\17028.jpg,0
335,C:\Users\nimza\Documents\dd\real\18760.jpg,0
336,C:\Users\nimza\Documents\dd\fakes\7692.jpg,1
337,C:\Users\nimza\Documents\dd\fakes\19000.jpg,1
338,C:\Users\nimza\Documents\dd\fakes\0936.jpg,1
339,C:\Users\nimza\Documents\dd\real\7486.jpg,0
340,C:\Users\nimza\Documents\dd\real\4077.jpg,0
341,C:\Users\nimza\Documents\dd\fakes\2238.jpg,1
342,C:\Users\nimza\Documents\dd\real\17066.jpg,0
343,C:\Users\nimza\Documents\dd\real\10945.jpg,0
344,C:\Users\nimza\Documents\dd\fakes\11461.jpg,1
345,C:\Users\nimza\Documents\dd\fakes\19329.jpg,1
346,C:\Users\nimza\Documents\dd\fakes\14646.jpg,1
347,C:\Users\nimza\Documents\dd\fakes\1739.jpg,1
348,C:\Users\nimza\Documents\dd\real\18876.jpg,0
349,C:\Users\nimza\Documents\dd\real\9436.jpg,0
350,C:\Users\nimza\Documents\dd\fakes\20048.jpg,1
351,C:\Users\nimza\Documents\dd\fakes\10609.jpg,1
352,C:\Users\nimza\Documents\dd\real\19848.jpg,0
353,C:\Users\nimza\Documents\dd\fakes\17449.jpg,1
354,C:\Users\nimza\Documents\dd\fakes\15214.jpg,1
355,C:\Users\nimza\Documents\dd\real\2688.jpg,0
356,C:\Users\nimza\Documents\dd\real\17798.jpg,0
357,C:\Users\nimza\Documents\dd\real\16990.jpg,0
358,C:\Users\nimza\Documents\dd\real\20045.jpg,0
359,C:\Users\nimza\Documents\dd\real\3417.jpg,0
360,C:\Users\nimza\Documents\dd\fakes\14729.jpg,1
361,C:\Users\nimza\Documents\dd\fakes\15374.jpg,1
362,C:\Users\nimza\Documents\dd\real\20428.jpg,0
363,C:\Users\nimza\Documents\dd\real\19344.jpg,0
364,C:\Users\nimza\Documents\dd\real\0769.jpg,0
365,C:\Users\nimza\Documents\dd\real\11438.jpg,0
366,C:\Users\nimza\Documents\dd\real\0327.jpg,0
367,C:\Users\nimza\Documents\dd\real\14125.jpg,0
368,C:\Users\nimza\Documents\dd\real\14975.jpg,0
369,C:\Users\nimza\Documents\dd\real\17260.jpg,0
370,C:\Users\nimza\Documents\dd\real\0001.jpg,0
371,C:\Users\nimza\Documents\dd\real\16209.jpg,0
372,C:\Users\nimza\Documents\dd\real\13344.jpg,0
373,C:\Users\nimza\Documents\dd\fakes\17786.jpg,1
374,C:\Users\nimza\Documents\dd\fakes\2139.jpg,1
375,C:\Users\nimza\Documents\dd\fakes\13972.jpg,1
376,C:\Users\nimza\Documents\dd\real\2992.jpg,0
377,C:\Users\nimza\Documents\dd\fakes\9962.jpg,1
378,C:\Users\nimza\Documents\dd\real\11330.jpg,0
379,C:\Users\nimza\Documents\dd\fakes\7983.jpg,1
380,C:\Users\nimza\Documents\dd\fakes\5598.jpg,1
381,C:\Users\nimza\Documents\dd\fakes\20618.jpg,1
382,C:\Users\nimza\Documents\dd\real\8282.jpg,0
383,C:\Users\nimza\Documents\dd\fakes\16301.jpg,1
384,C:\Users\nimza\Documents\dd\real\19169.jpg,0
385,C:\Users\nimza\Documents\dd\fakes\10442.jpg,1
386,C:\Users\nimza\Documents\dd\real\5387.jpg,0
387,C:\Users\nimza\Documents\dd\real\9519.jpg,0
388,C:\Users\nimza\Documents\dd\real\15352.jpg,0
389,C:\Users\nimza\Documents\dd\real\19518.jpg,0
390,C:\Users\nimza\Documents\dd\fakes\4751.jpg,1
391,C:\Users\nimza\Documents\dd\fakes\14879.jpg,1
392,C:\Users\nimza\Documents\dd\fakes\13239.jpg,1
393,C:\Users\nimza\Documents\dd\fakes\7788.jpg,1
394,C:\Users\nimza\Documents\dd\fakes\12237.jpg,1
395,C:\Users\nimza\Documents\dd\fakes\7649.jpg,1
396,C:\Users\nimza\Documents\dd\real\14917.jpg,0
397,C:\Users\nimza\Documents\dd\fakes\1401.jpg,1
398,C:\Users\nimza\Documents\dd\fakes\8993.jpg,1
399,C:\Users\nimza\Documents\dd\real\6891.jpg,0
400,C:\Users\nimza\Documents\dd\fakes\12018.jpg,1
401,C:\Users\nimza\Documents\dd\real\15863.jpg,0
402,C:\Users\nimza\Documents\dd\real\20091.jpg,0
403,C:\Users\nimza\Documents\dd\real\15389.jpg,0
404,C:\Users\nimza\Documents\dd\fakes\19207.jpg,1
405,C:\Users\nimza\Documents\dd\fakes\4043.jpg,1
406,C:\Users\nimza\Documents\dd\real\18958.jpg,0
407,C:\Users\nimza\Documents\dd\fakes\15885.jpg,1
408,C:\Users\nimza\Documents\dd\real\13897.jpg,0
409,C:\Users\nimza\Documents\dd\real\12287.jpg,0
410,C:\Users\nimza\Documents\dd\fakes\14716.jpg,1
411,C:\Users\nimza\Documents\dd\fakes\1789.jpg,1
412,C:\Users\nimza\Documents\dd\fakes\13198.jpg,1
413,C:\Users\nimza\Documents\dd\fakes\1137.jpg,1
414,C:\Users\nimza\Documents\dd\real\13105.jpg,0
415,C:\Users\nimza\Documents\dd\fakes\9946.jpg,1
416,C:\Users\nimza\Documents\dd\fakes\14093.jpg,1
417,C:\Users\nimza\Documents\dd\fakes\6325.jpg,1
418,C:\Users\nimza\Documents\dd\fakes\9377.jpg,1
419,C:\Users\nimza\Documents\dd\real\8962.jpg,0
420,C:\Users\nimza\Documents\dd\real\16720.jpg,0
421,C:\Users\nimza\Documents\dd\real\18381.jpg,0
422,C:\Users\nimza\Documents\dd\fakes\6829.jpg,1
423,C:\Users\nimza\Documents\dd\fakes\20994.jpg,1
424,C:\Users\nimza\Documents\dd\fakes\0465.jpg,1
425,C:\Users\nimza\Documents\dd\fakes\10818.jpg,1
426,C:\Users\nimza\Documents\dd\real\17093.jpg,0
427,C:\Users\nimza\Documents\dd\real\1357.jpg,0
428,C:\Users\nimza\Documents\dd\fakes\19425.jpg,1
429,C:\Users\nimza\Documents\dd\fakes\20703.jpg,1
430,C:\Users\nimza\Documents\dd\real\4404.jpg,0
431,C:\Users\nimza\Documents\dd\fakes\17930.jpg,1
432,C:\Users\nimza\Documents\dd\fakes\20658.jpg,1
433,C:\Users\nimza\Documents\dd\fakes\5247.jpg,1
434,C:\Users\nimza\Documents\dd\real\21107.jpg,0
435,C:\Users\nimza\Documents\dd\fakes\11628.jpg,1
436,C:\Users\nimza\Documents\dd\real\19340.jpg,0
437,C:\Users\nimza\Documents\dd\fakes\12981.jpg,1
438,C:\Users\nimza\Documents\dd\real\3554.jpg,0
439,C:\Users\nimza\Documents\dd\fakes\11440.jpg,1
440,C:\Users\nimza\Documents\dd\fakes\9874.jpg,1
441,C:\Users\nimza\Documents\dd\real\14184.jpg,0
442,C:\Users\nimza\Documents\dd\fakes\12196.jpg,1
443,C:\Users\nimza\Documents\dd\fakes\9366.jpg,1
444,C:\Users\nimza\Documents\dd\fakes\11514.jpg,1
445,C:\Users\nimza\Documents\dd\fakes\3666.jpg,1
446,C:\Users\nimza\Documents\dd\fakes\3728.jpg,1
447,C:\Users\nimza\Documents\dd\fakes\18543.jpg,1
448,C:\Users\nimza\Documents\dd\real\3719.jpg,0
449,C:\Users\nimza\Documents\dd\real\5482.jpg,0
